word,cnt
tomarlo,8516
tomaron,6982
tomaré,17023
tomatis,0
tome,31203
tomemos,5484
tomo,17533
tomás,1663
tomé,19594
tomó,26499
tono,9836
tonta,18936
tonterías,24928
topara,32
topo,2203
torbellino,574
torcer,384
tormenta,18224
tormentosos,64
torno,2432
toro,5942
torpe,4632
torpes,846
torpeza,481
torre,16122
torrente,974
torres,6249
torta,4059
tortas,1089
tortazo,164
tortura,6240
torturados,470
tos,2650
tosca,556
tosco,365
toses,103
toso,206
tostadas,2088
tostado,1160
tostados,177
tosía,72
total,23097
totalmente,45372
traba,823
trabajaba,16180
trabajadores,8841
trabajando,58218
trabajar,104319
trabajo,380938
trabajos,12824
trabajosamente,7
trabajoso,54
trabajé,6797
traban,94
trabé,48
trac,0
tradicional,3856
traducciones,335
traducido,5914
traer,28287
traficante,5012
traficantes,2925
tragado,1558
tragamonedas,356
traiga,10676
traigo,14254
trailer,974
traje,52451
trajes,7109
trama,2202
tramo,899
trampa,26758
trance,1543
tranquila,27105
tranquilamente,2703
tranquilidad,4550
tranquilo,58458
tranquilos,10012
transcurre,361
transformado,1503
transformar,1794
transformarse,1618
transformó,1531
transfusiones,250
transiciones,144
transición,2044
transitoriamente,19
transitorio,161
translúcido,52
transmigrado,0
transmiten,597
transmitida,311
transmitiendo,1656
transmitiese,14
transmitió,385
transparente,1509
transparentes,329
transpiración,256
transpirar,191
transporta,704
transportadas,69
transportes,1500
tranvía,1655
tras,55400
trascendente,167
trascendido,50
traseras,833
trasero,40131
traseros,3900
trasladan,373
trasladar,1270
trasladó,567
traspasar,472
trastornos,612
trata,91242
trataba,12737
trataban,1582
tratada,974
tratado,14898
tratados,1446
tratando,55600
tratar,29174
trataron,3719
tratase,318
trato,67398
tratos,3064
traté,11589
trató,12176
travesaño,82
traviesa,1342
través,44307
traés,0
traía,3505
traían,703
traído,25875
trece,3987
trecho,620
treinta,11406
tremenda,3407
tremendas,358
tren,50256
trenzaron,18
trepaba,83
trepaban,26
trepan,137
trepar,1446
trepó,239
tres,260774
triangular,574
triciclo,396
trigo,2822
tripas,3010
triple,4435
triplican,31
triste,38191
tristes,4331
tristeza,6118
tristones,0
trituración,0
triunfo,3763
trizado,14
triángulo,2006
trompa,749
trompadas,136
trompas,396
tronco,3288
tropa,2782
tropiezo,388
troyat,0
trozo,8344
trrrrr,0
trágica,1721
trágico,3643
trébol,752
trío,2145
trópicos,154
tu,1823795
tulipanes,529
tumba,17342
tumulto,492
turba,653
turbado,176
turbulenta,123
turno,23086
turquesa,295
turrones,26
tus,306394
tuve,90633
tuviera,28157
tuvieran,3498
tuvieron,14833
tuviese,3879
tuvimos,29580
tuvo,68462
tweets,0
táctica,3306
té,33635
técnica,7299
técnicos,2844
término,5106
términos,6669
tía,36032
tímida,2952
tímidos,823
tímpanos,206
tío,118734
tíos,11569
túnica,1218
túnicas,344
u,19620
ubicada,440
ubicado,872
ubicarse,122
ubres,141
ultraje,673
umbral,1713
un,6176768
una,4134224
unamuno,12
unan,1166
unas,102187
une,4847
unidad,24130
unidas,3360
unido,5786
unidos,32044
unifica,28
uniforme,14407
uniformemente,134
uniformes,3865
unir,3694
unitarios,15
universidad,41328
universo,19399
uniéndonos,118
unió,2468
uno,442653
unos,190250
unsworth,0
unánime,834
unían,104
unísono,311
urdimbre,9
urgencia,3087
urgencias,4500
urgentes,876
uruguay,269
uruguayas,2
usa,31653
usaba,5821
usaban,2098
usamos,7568
usan,11679
usando,23548
usar,63703
usaran,516
usarlo,14243
usaron,3841
uso,20756
ussteel,0
usted,605705
ustedes,186294
usura,149
usurpadores,115
usó,10100
utilizaba,727
utilizando,3378
utilizar,7672
utopías,16
uvas,2284
uñas,7575
va,558648
va,558648
vaca,9559
vacaciones,26611
vacas,6000
vaciado,565
vaciar,1463
vaciándose,26
vacuna,2493
vacuno,134
vacía,9124
vacías,4040
vacío,15765
vacíos,2984
vagaba,189
vagamente,1004
vagón,3860
vaho,87
vale,212238
valen,4940
validez,560
valija,1120
valijaropero,0
valijas,574
valiosos,1104
vallas,982
valle,10247
valor,31777
valoraciones,52
valorar,709
valores,5391
valían,327
vamos,1174298
van,179545
vana,384
vano,5463
vapor,4556
vara,2307
variabilidad,33
variable,754
variables,896
variaciones,742
variación,780
variadas,249
variado,263
variados,229
variando,75
variar,2636
variarán,6
varias,19491
variedad,2360
variedades,863
varios,20958
varía,382
vas,357561
vaso,14617
vasos,4406
vaya,179315
ve,211795
vea,31389
veamos,36866
veas,12236
veces,217543
vecinas,586
vecindario,8509
vecino,9638
vecinos,13744
vegetal,1871
vehículos,4517
veinte,15092
veinticinco,2085
vejez,1436
velada,4233
velaron,27
velas,8063
velatorio,645
velitas,150
velorio,308
veloz,3442
vemos,69212
ven,232766
venas,4387
vencer,5757
vencidos,1521
venderle,2448
venderlos,1520
vendieron,1622
vendrá,26571
vendría,12633
vendían,658
veneno,11535
venga,122040
venganza,16993
venido,75387
venillas,0
venir,128277
venirme,684
ventana,37337
ventanales,56
ventanas,11163
ventanilla,2029
ventanillas,464
ventanita,62
vení,0
venía,13324
venían,3743
veo,187517
ver,501955
verano,27615
veras,56232
verbales,269
verbo,648
verdad,625274
verdadera,21882
verdaderamente,8847
verdaderas,2012
verdadero,41621
verdaderos,5894
verdades,1515
verde,27791
verdes,6857
verdugo,1684
verdugos,246
vereda,653
veredas,46
veredicto,4562
veremos,34486
vergonzante,64
verla,64520
verlo,116911
verlos,25892
verme,50803
vermut,186
verse,9879
versión,10837
versos,1447
vertical,1468
vertiente,84
vertiginosa,82
verá,24399
verán,11317
veré,37773
ves,155856
vestida,5584
vestido,38499
vestidos,7516
vestimenta,1185
vestimos,468
vestir,3616
vestía,1308
vestíbulo,3978
vetas,102
veterano,2278
vez,806927
veía,17689
veían,2290
vi,137387
viajaba,1167
viajar,14416
viaje,68488
vibraban,6
vibración,1082
vicepresidentes,125
viciados,32
vida,509483
vidas,38818
videla,20
videos,4090
vidrio,5959
vidrios,1192
vieja,38904
viejas,8698
viejo,136698
viejos,26896
viena,3997
viendo,36584
viene,130829
viento,25476
vientre,3844
viera,7615
vieras,2892
viernes,21894
vieron,18040
viese,997
vietnam,8767
viga,859
vigas,763
vigor,1326
vigorosa,174
vigorosísima,0
villa,6570
vimos,17011
vinculados,328
vine,45050
viniendo,10833
viniera,8493
vinieron,13425
vino,93731
vio,54010
viola,2134
violaciones,1459
violencia,16204
violencias,32
violenta,3100
violeta,1909
violinista,927
violín,3592
viran,23
virginia,6504
virginidad,2582
virtuales,250
viscosa,182
visible,2071
visibles,902
visiones,4397
visita,27387
visitante,2727
visitantes,4928
visitar,11604
visitarla,2787
visitarlo,2686
visitas,9777
visité,690
visión,16229
vislumbradas,1
vista,53222
vistazo,27893
visto,230072
visual,5498
viuda,7324
viva,35742
vivaces,52
vive,53234
viven,15475
vivido,12332
viviendo,20433
viviente,3258
vivimos,12540
vivir,101166
vivirse,48
viviría,1450
vivo,84815
vivos,17036
viví,3370
vivía,13691
viéndola,1069
viéndolo,2013
voces,7865
voladura,37
volar,29584
volaron,1554
volcaron,92
volumen,4927
voluntad,20183
volvamos,13698
volver,145291
volverse,7177
volvería,8745
volverían,759
volviendo,16643
volviera,4465
volvieran,765
volvieron,6564
volviéndose,1345
volviéramos,485
volvió,30875
volví,14088
volvía,4787
volvían,910
volúmenes,459
vomita,630
vomitaba,206
vomitado,675
vomitar,7149
vomito,906
vomité,878
vos,27380
voy,660269
voz,56180
vuela,8155
vuelta,100836
vueltas,13527
vuelto,56712
vuelve,67729
vuelven,10066
vuelvo,31578
vulgares,725
vulgarmente,90
válido,1350
vámonos,113471
vérselos,45
vértigo,864
víctima,28830
víctimas,18675
vísceras,309
víspera,1849
vómitos,686
wakefield,0
wallace,5746
walsh,2455
wayne,10588
weismann,0
whisky,15750
winston,3609
woody,4546
wyman,0
xii,0
xiii,0
xix,0
xv,0
xvii,452
xx,0
y,7641362
ya,1281584
yacía,631
yendo,22726
yo,2133592
york,59292
zaguán,39
zaire,266
zamora,160
zanja,1628
zapatillas,3594
zapato,6925
zapatones,35
zapatos,32736
zarandeo,22
zarpazo,71
zelmar,0
zona,36331
zonas,3928
zonzo,160
zoológico,3558
zurdazo,36
áfrica,8936
ágil,948
ágiles,279
ágilmente,22
ámbito,624
ángulos,1394
árbitro,2089
árbol,24964
árboles,16582
áureo,18
áureos,2
échelos,63
él,921292
época,22132
épocas,1479
éramos,20510
ésta,74358
éstas,10077
éste,89497
ética,3155
éxito,31980
éxodo,418
íbamos,16585
ímpetu,373
índice,2050
ó,11539
ómnibus,876
órdenes,38456
órgano,2373
órganos,4898
óvulos,498
última,102935
últimamente,19118
últimas,13696
último,79330
últimos,30383
única,84008
únicamente,3548
únicas,3555
único,122424
únicos,7742
útiles,2459
